search-EXP-20210806-060443,F,1
search-EXP-20210806-061446,F,1
search-EXP-20210806-062457,F,2
search-EXP-20210806-064010,F,0
search-EXP-20210806-064630,F,1
search-EXP-20210806-065640,F,0
search-EXP-20210806-070308,F,1
search-EXP-20210806-071422,F,2
search-EXP-20210806-072908,F,5
search-EXP-20210806-075414,F,0
search-EXP-20210806-080158,F,0
search-EXP-20210806-080819,F,2
search-EXP-20210806-082209,F,4
search-EXP-20210806-084329,F,1
search-EXP-20210806-085501,F,2
search-EXP-20210806-090848,F,0
search-EXP-20210806-111503,F,None
search-EXP-20210806-111908,F,10
search-EXP-20210806-120255,F,6
search-EXP-20210806-123148,F,5
search-EXP-20210806-125726,T,39
search-EXP-20210806-173618,F,2
search-EXP-20210806-201818,F,9
search-EXP-20210806-205834,F,2
search-EXP-20210806-211224,F,2
search-EXP-20210806-212618,F,1
search-EXP-20210806-213752,F,0
search-EXP-20210806-235505,F,16
search-EXP-20210807-010748,F,1
search-EXP-20210807-011753,F,0
search-EXP-20210807-012413,F,3
search-EXP-20210807-014146,F,1
search-EXP-20210807-015152,F,1
search-EXP-20210807-020156,F,7
search-EXP-20210807-023426,F,1
search-EXP-20210807-024433,T,39
search-EXP-20210807-063154,F,2
search-EXP-20210807-064529,F,0
search-EXP-20210807-090324,F,3
search-EXP-20210807-092222,F,3
search-EXP-20210807-093956,F,0
search-EXP-20210807-095159,F,8
search-EXP-20210807-102940,F,None
search-EXP-20210807-103157,F,4
search-EXP-20210807-105506,F,0
search-EXP-20210807-131226,F,1
search-EXP-20210807-132234,F,3
search-EXP-20210807-134009,F,8
search-EXP-20210807-141941,F,4
search-EXP-20210807-144059,F,6
search-EXP-20210807-150949,F,15
search-EXP-20210807-161543,F,2
search-EXP-20210807-162931,F,0
search-EXP-20210807-184640,F,1
search-EXP-20210807-185645,F,0
search-EXP-20210807-211334,F,0
search-EXP-20210807-212001,F,1
search-EXP-20210807-213016,F,1
search-EXP-20210807-214032,F,7
search-EXP-20210807-221440,F,2
search-EXP-20210807-222957,F,0
search-EXP-20210807-223622,F,2
search-EXP-20210807-225010,F,16
search-EXP-20210808-000545,F,7
search-EXP-20210808-003815,F,None
search-EXP-20210808-004344,F,16
search-EXP-20210808-015912,F,8
search-EXP-20210808-023653,F,12
search-EXP-20210808-032948,F,3
search-EXP-20210808-034723,F,0
search-EXP-20210808-035343,F,1
search-EXP-20210808-040512,F,4
search-EXP-20210808-042630,F,3
search-EXP-20210808-044408,F,9
search-EXP-20210808-052725,F,1
search-EXP-20210808-053856,F,0
search-EXP-20210808-075548,F,15
search-EXP-20210808-090320,F,0
search-EXP-20210808-112039,F,0
search-EXP-20210808-112706,F,3
search-EXP-20210808-114444,F,3
search-EXP-20210808-120225,F,8
search-EXP-20210808-124016,F,4
search-EXP-20210808-130302,F,7
search-EXP-20210808-133538,F,1
search-EXP-20210808-143127,F,0
search-EXP-20210808-164849,F,0
search-EXP-20210808-165747,T,39
search-EXP-20210808-205138,F,11
search-EXP-20210808-213918,F,2
search-EXP-20210808-215310,F,6
search-EXP-20210808-222213,F,15
search-EXP-20210808-232927,F,None
search-EXP-20210808-233207,F,6
search-EXP-20210809-000058,F,None
search-EXP-20210809-015936,F,7
search-EXP-20210809-023219,F,8
search-EXP-20210809-030859,F,None
search-EXP-20210809-031118,F,16
search-EXP-20210809-042358,F,1
search-EXP-20210809-043532,F,7
search-EXP-20210809-050819,F,8
search-EXP-20210809-054430,F,1
search-EXP-20210809-055726,F,18
search-EXP-20210809-072403,F,2
search-EXP-20210809-073917,F,0
search-EXP-20210809-074541,F,9
search-EXP-20210809-082602,F,8
search-EXP-20210809-090524,F,1
search-EXP-20210809-091534,F,2
search-EXP-20210809-092926,F,8
search-EXP-20210809-100603,F,2
search-EXP-20210809-102117,F,0
search-EXP-20210809-103223,F,11
search-EXP-20210809-112130,F,3
search-EXP-20210809-113903,F,2
search-EXP-20210809-115252,F,15
search-EXP-20210809-125913,F,0
search-EXP-20210809-130535,F,30
search-EXP-20210809-175822,F,12
search-EXP-20210809-185003,F,5
search-EXP-20210809-191504,F,4
search-EXP-20210809-193653,T,39
search-EXP-20210809-232705,F,1
search-EXP-20210809-233700,F,7
search-EXP-20210810-000933,F,0
search-EXP-20210810-001556,F,16
search-EXP-20210810-013046,F,None
search-EXP-20210810-013324,F,38
search-EXP-20210810-051556,F,11
search-EXP-20210810-060345,F,3
search-EXP-20210810-062120,F,4
search-EXP-20210810-064239,F,4
search-EXP-20210810-070356,F,0
search-EXP-20210810-071144,F,0
search-EXP-20210810-071804,F,1
search-EXP-20210810-072810,F,0
search-EXP-20210810-073724,F,3
search-EXP-20210810-075621,F,2
search-EXP-20210810-081739,F,7
search-EXP-20210810-085106,F,1
search-EXP-20210810-090111,F,3
search-EXP-20210810-091843,F,0
search-EXP-20210810-092502,F,0
search-EXP-20210810-093123,F,0
search-EXP-20210810-093742,F,2
search-EXP-20210810-095133,F,8
search-EXP-20210810-102743,F,0
search-EXP-20210810-111505,F,2
search-EXP-20210810-112856,F,1
search-EXP-20210810-114406,F,3
search-EXP-20210810-120142,F,0
search-EXP-20210810-120803,F,4
search-EXP-20210810-122919,F,None
search-EXP-20210810-123140,F,3
search-EXP-20210810-124914,F,6
search-EXP-20210810-132047,F,2
search-EXP-20210810-133605,F,1
search-EXP-20210810-134611,F,0
search-EXP-20210810-135438,F,1
search-EXP-20210810-140447,F,26
search-EXP-20210810-162612,F,1
search-EXP-20210810-163618,F,6
search-EXP-20210810-170530,F,1
search-EXP-20210810-171536,F,5
search-EXP-20210810-174208,F,0
search-EXP-20210810-200018,F,2
search-EXP-20210810-201410,F,12
search-EXP-20210810-210554,F,2
search-EXP-20210810-232930,F,3
search-EXP-20210810-234710,F,8
search-EXP-20210811-002429,F,0
search-EXP-20210811-003052,F,8
search-EXP-20210811-031851,F,0
search-EXP-20210811-032518,F,1
search-EXP-20210811-033521,F,2
search-EXP-20210811-035035,F,1
search-EXP-20210811-040208,F,0
search-EXP-20210811-040957,F,2
search-EXP-20210811-042346,F,0
search-EXP-20210811-043428,F,20
search-EXP-20210811-061413,T,39
search-EXP-20210811-100150,F,0
